/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_193.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_193.txt,DC WELL DC P DC PEOPLE LIKE THEY LIKE TO SAY MO AND BOB,1,DC? Well DC p- DC people like they like to say Mo and Bob.,5.3439999999999985
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag2_f_01_1_part_16.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag2_f_01_1_part_16.txt,NO BECAUSE WE REMEMBER LIKE SUNDAY SCHOOL VACATIONAL BIBLE STUDY THAT'S THE ONLY PLACE WE WAS ALLOWED TO GO BECAUSE MY MAMA WORKED ALL THE TIME,1,"No. <laugh> Because (laughing) we remember like Sunday School, Vacational Bible Study. That's the only place we was allowed to go because my mama worked all the time,",11.642
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_f_01_1_part_101.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_f_01_1_part_101.txt,DARK BROWN SKINNED GIRL I WAS A LIGHT SKINNED GIRL EVERYBODY USED TO CALL YOU KNOW USED TO SAY WE WERE JUST LIKE SALT AND PEPPER ALL THE TI WE WERE WE WERE CLO WE WE WERE INSEPARABLE WE USED TO DO EVERYTHING TOGETHER UM AND INCLUDING YOU KNOW HANGING OUT OR SNEAKING OUT FROM LUNCH WHEN WE WEREN'T SUPPOSED TO UM IN ABOUT TENTH GRADE,1,"<ts> dark brown skinned girl. I was a light skinned girl. Everybody used to call- You know, used to say, we were just like salt and pepper /all the ti-/. We were- We were clo- We- We were inseparable. We used to do everything together. Um, and- including, you know, hanging out or sneaking out from lunch when we weren't supposed to. Um, in about tenth grade,",20.103
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_f_01_1_part_6.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_f_01_1_part_6.txt,AND UM W WELL WE COULD STEP OFF THE PORCH TO PLAY JUMP ROPE WITH EACH OTHER DOUBLE DUTCH,1,"[And um], w- well we could step off the porch to play jump rope [with each] other, double dutch.",5.164
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_f_01_1_part_132.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_f_01_1_part_132.txt,WHICH MAKES SENSE IN HISTORY UNLESS SOMEBODY'S FAMILY WAS AN INDENTURED SERVANT I DON'T REALLY KNOW ANYBODY THAT WAS BORN AND JUST BRED HERE,1,"which makes sense in history. <ts> Unless somebody's family was an indentured servant, I don't really know anybody that was born and just bred here.",10.995
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag1_f_01_1_part_139.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag1_f_01_1_part_139.txt,UM LET'S SEE COURSE HALF OF MY FAMILY MY FAMILY IS THERE ON MY MOTHER'S FATHER'S SIDE,1,"um, let's see. Course half of my family- my family is there on my mother's father's side.",6.185
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_01_1_part_78.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_01_1_part_78.txt,ALL DAY SO UP UNTIL LIKE ELEVEN OR TWELVE O'CLOCK AT NIGHT SO IT WAS REALLY NICE,1,All day. So up until like eleven or twelve o'clock at night. [So] it was really nice,5.822
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_03_1_part_109.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_03_1_part_109.txt,I DON'T NEED TO BE WATCHING THIS NIGGA AND MY UNCLE WOULD BE LIKE MY NIGGA TURN ON WHICH EVER YOU WANNA SEE I'M ABOUT TO GO OUT SMOKE A CIGARETTE AH THAT NIGGA ALWAYS GOING OUTSIDE SMOKING CIGARETTES AND EVERYTHING I'M LIKE GRANDMA LIKE GRANDMA EVEN THOUGH SHE WENT TO CHURCH SHE SHE SHE WAS SHE WAS JACKED UP,1,"I /don't need to be/ watching this nigga. <laugh> And <laugh> my uncle would be like, my nigga turn on which ever you wanna see. I'm about to go out smoke a cigarette. Ah that nigga always going outside, smoking cigarettes and everything, I'm like, Grandma, like, Grandma. Even though she went to church she- she- she was- she was jacked up.",20.04
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_01_1_part_60.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_01_1_part_60.txt,AND ENJOY YOURSELF BECAUSE YOU GOT PEOPLE THAT ARE PICKING ON YOU FOR WHATEVER REASON SO I JUST SAY WELL MAYBE SHE'S JEALOUS OR MAYBE YOU KNOW I DON'T KNOW WHY SHE'S BULLYING BUT I WOULD IMAGINE THAT'S WHY,1,"and enjoy yourself because you got people that are picking on you for whatever reason. So I just say, well maybe she's jealous, or maybe, you know, I don't know why she's bullying, but I would imagine that's why,",12.339
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_f_02_1_part_139.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_f_02_1_part_139.txt,WHATEVER I REMEMBER THERE BEING PEOPLE THEY LET PEOPLE SLEEP IN THE CHURCH WHEN PEOPLE AND THAT MIGHT HAVE BEEN VIETNAM,1,Whatever. I remember there being people- They let people sleep in the church when people- And that might have been Vietnam.,8.391
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag2_m_01_1_part_95.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag2_m_01_1_part_95.txt,AND IT AND LISTEN AND IT'S BELIEVE IT OR NOT IT'S MY OPINION IS TEACHERS SOME TEACHERS I'M'A SAY SOME TEACHERS I FEEL JUST THERE FOR A PAYCHECK,1,"And it- And listen. And it's- Believe it or not, it's- My opinion is teachers- some teachers- I'm'a say some teachers- I feel just there for a paycheck.",11.6
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_124.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_124.txt,WE CAN COME HOME AND TALK ABOUT THE THE GOOD AND THE BAD AND CRY ABOUT THE BAD AND CELEBRATE THE GOOD AND GO YOU KNOW SHOW UP FOR EACH OTHER'S KIDS AT EVENTS AND PROGRAMS AND LIKE WHO WAS THAT OH OH OKAY COOL YEAH WELL YOU GO I DON'T KNOW YOUR NAME LITTLE BOY BUT,1,"We can come home and talk about the- the good and the bad and cry about the bad and celebrate the good and go you know, show up for each other's kids at events and programs and like, who was that? Oh. Oh, okay cool. Yeah, [/well/ you go.] I don't know your name little boy, but",13.208
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_f_03_1_part_142.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_f_03_1_part_142.txt,I'M GONNA PROVE TO YOU THAT THERE IS ONE PERSON OUT THERE AT LEAST ONE WHICH MEANS THAT IF THERE'S ME THERE'S MORE,1,"<ts> I'm gonna prove to you that there is one person out there at least one, which means that if there's me, there's more.",10.55
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag1_m_02_1_part_54.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag1_m_02_1_part_54.txt,THERE'S MONEY OUT HERE N LIKE SITTING YOU KNOW WHAT I'M SAYING LIKE SO IT'S JUST LIKE LET'S GET IT I'M OH N LIKE MY FOCUS IS ON THE NOW REALLY,1,"There's money out here n- like sitting. You know what I'm saying, like- so it's just like, let's get it I'm o- n- [like], my focus is on the now really.",11.017
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_f_01_2_part_102.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_f_01_2_part_102.txt,THAT Y'ALL CAN SIT AROUND AND WAIT ON A CHECK EVERY MONTH AND HERE I'M SIXTY TWO YEARS OLD AND OUT HERE WORKING AND Y'ALL CAN WAIT ON A CHECK EVERY MONTH AND GET MORE THAN ME THAT'S THE SAD PART AND THEN YOU GET FOOD STAMPS AND EVERYTHING I WENT TO APPLY FOR FOOD STAMPS THEY WANTED TO GIVE ME TEN DOLLARS,1,"that y'all can sit around and wait on a check every month and here I'm sixty two years old and out here working. And y'all can wait on a check every month. And get more than me. <laugh> That's the sad part. And then you get food stamps and everything, I went to apply for food stamps they wanted to give me ten dollars.",20.577
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag2_m_01_1_part_146.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag2_m_01_1_part_146.txt,OKAY GROWING UP IN DC RIGHT WE WHEN WE GO WHEN WE GO TO PARTIES OR WHEN WE GO TO A CLUB WE PLAY WE PLAYED I DON'T TODAY IS DIFFERENT WE PLAYED GO GO MUSIC SO GOING GOING TO COLLEGE YOU WOULD HEAR UH JAY Z UM BEYONCE YOU WOULD HEAR THAT STUFF AT PARTIES I'M LIKE OKAY,1,"Okay, growing up in DC right? We- When we go- When we go to parties or when we go to a club, we play- we played- I don't- Today is different. We played go go music. So, going- going to college, you would hear uh, Jay Z, um, Beyonce, you would hear that stuff at parties. I'm like, Okay,",21.473000000000006
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag1_m_02_1_part_81.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag1_m_02_1_part_81.txt,YOU KNOW SO YOU KNOW IT YOU DON'T YOU DON'T REALLY YOU KNOW UNLESS SOMEBODY TELL YOU YOU WON'T YOU WON'T LEARN IT IN SCHOOL,1,"You know, so you know, it- you don't- you don't really- You know, unless somebody tell you, you won't- you won't learn it in school.",7.254
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_89.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_89.txt,DO YOU KNOW THERE'S A FANTASY UH PARK HERE F LIKE LIKE A WHAT ARE THEY CALLED FAIRY PARK IN HENRIETTA THERE IS A PARK WITH LITTLE LIKE TWENTY SOMETHING LITTLE FAIRY HOUSES BUILT INTO THE TREES,1,"[Do you] know there's a fantasy, uh, park here. F- like, like a- what are they called, fairy park. In Henrietta there is a park with little like, twenty something little fairy houses built into the trees.",13.415
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_m_01_1_part_15.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_m_01_1_part_15.txt,MM NO BUT I DO REMEMBER GOING I DO REMEMBER FOR SOME REASON IT WAS THE WRONG NEIGHBORHOOD ONE BUS STOP NEIGHBORHOOD WAS BIG BUT IT WASN'T THAT BIG WHERE IT HAD TO BE TWO SEPARATE BUSSES BUT THAT'S WHAT IT WAS TWO SEPARATE BUSSES SO DEPENDING ON WHO YOU,1,"Mm no, but I do remember going. I do remember for some reason, it was- /the wrong/ neighborhood <ts> one bus stop neighborhood was big, but it wasn't that big where it had to be two separate busses, but that's what it was. Two separate busses, so depending on who you",21.122
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag2_m_01_1_part_119.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag2_m_01_1_part_119.txt,AND GROWING UP AROUND THOSE PEOPLE YOU CAN'T HELP BUT WANNA BE LIKE THAT SO I WOULD TRY TO S STEER THEIR MIND FROM THAT TRY TO BECAUSE IT'S HARD TO TO TALK TO YOUNG INDIVIDUALS SO TRY TO STEER THEIR MIND FROM FROM THAT FROM THAT CONCEPT AND TRY TO GET THEM TO FOLLOW THE RIGHT PATH OR TO FOLLOW THEIR OWN PATH,1,"and growing up around those people, you can't help but wanna be like that. So I would try to s- steer their mind from that. Try to because it's hard to- <laugh> to talk to young individuals. So try to steer their mind from- from that- from that concept. And try to get them to follow the right path or to follow their own path.",20.476
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_m_01_1_part_84.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_m_01_1_part_84.txt,G KEPT MY APARTMENT AND AFTER THAT UH RAP'S UH INDEPENDENT LIVING PROGRAM THEY THEY S THEY WERE CUTTING THAT PHASING THAT OUT AND UM I WAS LOOKING FOR A PLACE TO STAY AND S FORTUNATELY COUPLE OF MY FRIENDS HAD MOVED ON ROBINSON PLACE SOUTHEAST AND THEY HAD APARTMENTS AND WHEN I TRIED TO APPLY I WAS DENIED BECAUSE THEY S THEY DIDN'T HAVE ANY APARTMENTS,1,"g- kept my apartment and after that uh, RAP's uh, independent living program they- they s- they were cutting that, phasing that out. And um, I was looking for a place to stay and s- fortunately, couple of my friends had moved on Robinson Place Southeast and they had apartments and when I tried to apply I was denied because they s- they didn't have any apartments.",18.748
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_f_02_1_part_163.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_f_02_1_part_163.txt,YOU LIKE THE HA YOU WENT TO THE HAMIL DID YOU TAKE TO THE HAMILTON N I I YOU HAVE YOU HAVE I WENT WITH I JUST THE PRICE OF THE HA THE PRICES OF THE HAMILTON FOR THEIR FOOD NO THAT'S THAT'S RIDICULOUS THAT'S WHAT DC IS TOO NOW SON YOU JUST YOU PAY ALL THIS MONEY AND IT'S JUST LIKE WH WHAT IS THIS,1,"[You like the] Ha- you went to the Hamil- did you take /RD-NAME-1/ to the Hamilton?] N- [I- I-] [You have-] you have /???/ I went with /RD-NAME-2/ I just- <laugh> The price of the Ha- the prices of the Hamilton for their food, no. That's- that's ridiculous. That's what DC is too now son, you just- [you pay all this] money and it's just like, wh- what is this? [<laugh>]",17.384
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag2_m_03_1_part_65.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag2_m_03_1_part_65.txt,I JUST COOLING IT BRO YOU FEEL ME I'M FINNA GET MY PRO TOOLS UP AND RUNNING YOU KNOW WHAT I MEAN FUCK AROUND WITH SOME SHIT,1,"[I] just cooling it, bro, you feel me. I'm finna get my Pro Tools up and running, you know what I mean, fuck around with some shit,",5.067
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag2_m_02_1_part_7.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag2_m_02_1_part_7.txt,YEAH I HAVE UH A OLDER BROTHER BY THE NAME OF JUNIOR,1,"Yeah, I have, uh, a older brother by the name of /RD-NAME-7/ Junior.",5.522
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_04_3_part_46.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_04_3_part_46.txt,AND THEY BE GONE TO WORK AND THAT SON WOULD KILL THE CHICKEN TO COOK,1,"And they be gone to work, and that son would kill the chicken to cook.",5.68
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_m_02_4_part_5.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_m_02_4_part_5.txt,AND THEN THEY'RE IN THE PROS AND YOU HEAR THEIR NAME AND YOU GO WELL WHO WAS THAT AND WHERE DID THEY COME FROM AND SO I I I DON'T FOLLOW IT LIKE I LIKE I USED TO AND I I'D SORT OF KNOW THE THE THE NAMES WERE HOUSEHOLD NAMES,1,"and then they're in the pros and you hear their name and you go, well who was that and where did they come from? And so, I- I- I don't follow it like I- like I used to and I- I'd sort of know the- the- the names were household names.",20.375
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_f_01_1_part_47.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_f_01_1_part_47.txt,WE WE WERE ON WE WERE ON THAT'S UPTOWN OFF MISSOURI AVENUE,1,"We- We were on /RD-ADDRESS-7/. We were on /RD-ADDRESS-8/. That's Uptown, off Missouri Avenue.",7.0360000000000005
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag2_m_03_1_part_91.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag2_m_03_1_part_91.txt,BUT Y BUT YOU YOU MIGHT YOU MIGHT CATCH THE WHITE MAN AND THE BLACK WOMAN YOU FEEL ME LIKE,1,"[but y-] (laughing) [but you-] (laughing) [you might- you might catch the white] man and the Black woman, you [feel me, like] <laugh>",5.819
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_f_01_1_part_52.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_f_01_1_part_52.txt,SO FOR ME IT WAS KIND OF ACCEPTABLE BUT MAYBE FOR A PERSON THAT LIVED IN BOWIE LIKE WHERE I WENT TO HIGH SCHOOL THEY REALLY DIDN'T GO INTO DC BECAUSE TO THEM IT WAS DANGEROUS UM AND THEN DC THEY DIDN'T GO INTO THEY DIDN'T GO OUT MAYBE PAST LANDOVER BECAUSE OF PUBLIC TRANSPORTATION HOW WOULD THEY GET THERE THEY DIDN'T HAVE A CAR THEIR PARENTS DIDN'T HAVE CARS SO WE RELY HEAVILY ON PUBLIC TRANSPORTATION,1,"So for me, it was kind of acceptable. But maybe for a person that lived in Bowie like where I went to high school, they really didn't go into DC because to them it was dangerous. Um, and then DC they didn't go into- they didn't go out maybe past Landover because of public transportation. How would they get there? They didn't have a car. Their parents didn't have cars, so we rely heavily on public transportation.",21.094
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag3_m_01_1_part_114.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag3_m_01_1_part_114.txt,AND I JUST I DIDN'T WANT MY FAMILY AROUND THE VIOLENCE THAT CAN BE IN THE NEIGHBORHOOD AND THE TROUBLE I WANTED TO LIVE A NICE CUSHY LIFE WHY CAN'T I DO MINISTRY WHERE IT'S ALL NICE AND PEACHY KEEN AND GOD JUST STARTED BREAKING MY HEART BREAKING MY HEART BREAKING MY HEART IN TWO THOUSAND SEVEN JUST BEFORE I GOT MARRIED I WENT TO AUSTRALIA UH AND VISITED HILLSONG CHURCH IN AUSTRALIA,1,"And I just- I didn't want my family around the violence that can be in the neighborhood and the trouble. I wanted to live a nice cushy life. Why can't I do ministry where it's all nice and peachy keen? And God just started breaking my heart, breaking my heart, breaking my heart. In two thousand seven, just before I got married, I went to Australia uh, and visited Hillsong Church in Australia,",21.482
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag1_m_02_1_part_55.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag1_m_02_1_part_55.txt,THAT'S PRETTY MUCH WHAT THEY HAD TO DO AND YOU KNOW BACK THEN YOU BACK THEN MOST PEOPLE I IF YOU LOOK AT OLDER PEOPLE BACK THEN PROBABLY GOT ANYWHERE FROM NINE TO TWELVE THIRTEEN KIDS,1,"That's pretty much what they had to do and you know, back then, you- Back then, most people- I- If you look at older people back then, probably got anywhere from nine to twelve, thirteen kids.",11.893
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag1_m_03_1_part_4.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag1_m_03_1_part_4.txt,I AM OF BLACK DESCENT I'M AFRICAN AMERICAN,1,I am of black descent. I'm African American.,5.202000000000001
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_103.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_103.txt,COGNITIVE DISSONANCE YE YEAH YES DISSONANCE YES UM THAT'S WHAT'S GOING ON AND AND SO I THINK THAT OUR GENERATION IS BETTER THAN THE LAST IN TERMS OF OPEN MINDEDNESS BUT NOT THAT MUCH MORE I DO THINK I MEAN YOU THINK ABOUT UM SOCIAL MEDIA AND WHO ALL THE TROLLS ARE,1,"[Cognitive dissonance.] ye- yeah, yes, dissonance yes. Um, <ts> that's what's going on. And- and so, I think that our generation is better than the last, in terms of open mindedness but not that much more (laughing). <laugh> I do think- I mean you think about, um, social media and who all the trolls are,",23.344
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_m_02_1_part_58.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_m_02_1_part_58.txt,BUT UM I HE I WAS IN JESSUP WHEN MY FATHER GOT KILLED BUT HE GOT KILLED IN NEW YORK BUT THAT WAS YOU KNOW THAT WAS JUST A PART OF LIFE NOW YOU KNOW I WAS JUST HOPING THAT MY MOTHER DIDN'T DIE TIL UH I GOT OUT OF PRISON AND SHE WAS STILL ALIVE SO I WAS HAPPY ABOUT THAT WHAT ABOUT YOUR LIKE AUNTS AND UNCLES AND COUSINS AND UH NOBODY HERE EVERYBODY'S MOVED UH,1,"But, um, I- he- I was in Jessup when my father got killed. But he got killed in New York, but that was- you know, that was just a part of /life now/, you know. <ts> I was just hoping that my mother didn't die til, uh, I got out of prison. And she was still alive, so I was happy about that. What about your, like, aunts and uncles and cousins and? Uh, nobody here. Everybody's moved, uh,",22.161
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag3_m_02_1_part_186.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag3_m_02_1_part_186.txt,NOW UM OF COURSE NORTHEAST GROOVERS WHO'S BEEN AROUND FOREVER UM I LIKE JUNKYARD AND BACKYARD A LITTLE BIT BUT NORTHEAST GROOVERS,1,"<ts> Now, um, of course Northeast Groovers who's been around forever. Um, <ts> I like Junkyard and Backyard a little bit. But Northeast Groovers.",12.229
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_f_01_1_part_96.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_f_01_1_part_96.txt,SO I WANTED TO ADD THAT THAT PIECE TO UM TIE IT TO MY COMMUNITY AND UM FAMILY LIFE,1,"So I wanted to add that- that piece to, um, tie it to my community and <ts> um, family life.",6.443
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_f_01_2_part_41.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_f_01_2_part_41.txt,THAT'S WHAT I TRY TO TELL HE SAY GET HERE AT FOUR I TOLD HIM I CAN'T CONTROL METRO I BE OUT AT MY BUS STOP EVERY DAY AT THREE BUSSES BE PASSING ME BY AND I'M STILL STANDING THERE AND TIME I GET HERE IT'S LIKE SOMETHING TO FIVE,1,"[That's] what I try to tell /RD-NAME-2/ he say get here at four, I told him, I can't control Metro. I be out at my bus stop every day at three. Busses be passing me by, and I'm still standing there. And time I get here, it's like something to five.",14.848
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_01_1_part_91.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_01_1_part_91.txt,AND SHE I JUST THINK PEOPLE WERE AMAZED BY THE THINGS THAT I WAS DOING I THINK I AMAZED PEOPLE I DON'T KNOW WHAT IT WAS,1,And she- I just think people were amazed by the things that I was doing. I think I amazed people. I don't know what it was.,8.075
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_01_1_part_28.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_01_1_part_28.txt,AND SO WE WEREN'T FINANCIALLY READY TO RENOVATE THE HOUSE AND AT THE TIME SO MY MOTHER DECIDES SHE WAS GOING TO RENT AT ANOTHER LOCATION SO WE DID MOVE DOWN TO THE 'S HOME HOUSE YOU KNOW WHERE THE CDC BUILDING SAT TODAY OCCUPY THAT SPACE RIGHT ACROSS FROM TOWN HALL,1,And so we weren't financially ready to <ts> renovate the house and- at the time- so my mother decides she was going to rent at another location. So we did move down to the /RD-NAME-2/'s home house. You know where the CDC building sat today- occupy that space? Right across from town [hall?],22.443
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_m_01_1_part_136.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_m_01_1_part_136.txt,COULDN'T GO TO THE MALL IF YOU WERE A CERTAIN AGE UM COULDN'T GO TO THE MOVIES COULDN'T DO THIS COULDN'T DO THAT AND I'M JUST LIKE SO WHAT AM I SUPPOSED TO DO AND LIKE I'M NOT A KID THAT CAUSE TROUBLE BUT LIKE YOU GOT NOTHING FOR ME TO DO SO PRETTY MUCH NOTHING BUT TROUBLE TO DO LIKE,1,"couldn't go to the mall if you were a certain age, um, couldn't go to the movies, couldn't do this, couldn't do that. And I'm just like, so what am I supposed to do? And like, I'm not a kid that cause trouble, but like, you got nothing for me to do. So, pretty much nothing but trouble to do. Like,",17.063
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_m_03_1_part_115.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_m_03_1_part_115.txt,HELP BLACK BUSINESSES OR PEOPLE THAT'S JUST TRYING TO GET THEIR FOOT IN THE DOOR YOU KNOW OF WHAT THEIR DREAM IS YOU KNOW PLACES LIKE THAT LIKE LIKE JUNETEENTH IS AWESOME OR OR LET'S JUST SAY UM HOW CAN I PUT IT LIKE POETRY EVENTS,1,"help black businesses or <clears throat> people that's just trying to get their foot in the door, you know, of what their dream is. You know, places like that, like- like Juneteenth is awesome. <laugh> Or- or let's just say, um, how can I put it? Like poetry [events.]",20.955
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_02_1_part_51.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_02_1_part_51.txt,THERE THERE WERE JUST FIVE OF US AND AND THERE WAS NOTHING REALLY SPECIAL ABOUT US IT WAS JUST FIVE IT WAS LIKE MAYBE ONE OR TWO ONE I KNEW BEFORE I GOT THERE,1,there- there were just five of us and- and there was nothing really special about us it was just five- it was like maybe one or two- one I knew before I got there.,9.785
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_f_01_1_part_152.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_f_01_1_part_152.txt,AND I'M GOOD WITH WORD AND IT'S ANOTHER ONE THAT I'M GOOD WITH BUT AS FAR AS POWER POINT AND EXCEL I'M NOT GOOD WITH BUT THEY OFFER ALL OF THOSE IN ONE CLASS AND ONCE YOU COMPLETE THE CLASS THEY GIVE YOU A FREE COMPUTER WHAT MORE CAN YOU ASK FOR,1,"and I'm good with- Word and it's another one that I'm good with (whispered)- But as far as Power Point and Excel, I'm not good with but they offer all of those in one class. And once you complete the class, they give you a free computer. What more can you ask [for.]",16.514
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_f_01_1_part_68.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_f_01_1_part_68.txt,YEAH I'M LIKE I'M LIKE I'VE BEEN TO A TON OF I'VE NEVER BEEN OUT WEST THAT'S PROBABLY THE ONLY PLACE I HAVEN'T BEEN LIKE SOUTHWEST AND OUT WEST BUT UM I DO LOVE TO TRAVEL WHETHER IT'S FOR PLEASURE OR LIKE HISTORIC R YOU KNOW SITES VISITING DIFFERENT THINGS I LOVE I'M VERY NOSTALGIC SO,1,"[<laugh> Yeah, I'm like, I'm like], I've been to a ton of- I've never been out west. That's probably the only place I haven't been. Like, southwest and out west, but, um, I do love to travel, whether it's for pleasure or like historic r- you know, sites, visiting different things. I love- /I'm/ very nostalgic, so",15.914
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_02_1_part_87.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_02_1_part_87.txt,AND I WAS REALLY AMAZED I ENJOY MY HUSBAND CAN TELL YOU I WAS READY TO GO EVERY TIME WE HAD A MEETING,1,"And I was really amazed, I enjoy- my husband can tell you, I was ready to go every time we had a meeting.",6.789
